,date_card,place_card,weight_class,method,round,time,type,order,first_fighter_res,first_fighter,second_fighter,second_kd,first_sig_str_,second_sig_str_,first_sig_str_percentage,second_sig_str_percentage,first_total_str,second_total_str,referee,agg_height_first,agg_weight_first,agg_reach_first,agg_stand_first,agg_dob_first,agg_slpm_first,agg_str_acc_first,agg_sapm_first,agg_str_def_first,agg_td_avg_first,agg_td_acc_first,agg_td_def_first,agg_sub_avg_first,agg_recodr_first,agg_nickname_first,agg_fighter_name_first,agg_last_updated_first,agg_height_second,agg_weight_second,agg_reach_second,agg_stand_second,agg_dob_second,agg_slpm_second,agg_str_acc_second,agg_sapm_second,agg_str_def_second,agg_td_avg_second,agg_td_acc_second,agg_td_def_second,agg_sub_avg_second,agg_recodr_second
50,21-Dec-19,"Busan, South Korea",Women's Strawweight, Submission ,1,3:43,,12,L,Miranda Granger,Amanda Lemos,0,4 of 8,8 of 12,50%,66%,5 of 9,14 of 18,Greg Kleynjans,"5' 7""",125 lbs.,"68""",Orthodox,13-Apr-92,2.91,48%,2.64,59%,0,0%,40%,0,Record: 7-2-0,Danger,Miranda Granger,57:28.3,"5' 4""",115 lbs.,"65""",Southpaw,22-May-87,6.21,64%,5.39,45%,1.98,100%,100%,0.5,Record: 9-1-1
51,21-Dec-19,"Busan, South Korea",Bantamweight, Decision - Split ,3,5:00,,13,W,Heili Alateng,Ryan Benoit,0,47 of 131,68 of 128,35%,53%,72 of 160,84 of 145,Thomas Fan,"5' 5""",135 lbs.,"66""",Orthodox,14-Dec-91,2.87,32%,5.82,57%,2.33,35%,100%,0,Record: 14-8-1,The Mongolian Knight,Heili Alateng,57:28.3,"5' 5""",125 lbs.,"68""",Orthodox,25-Aug-89,2.95,41%,3.4,60%,0.33,25%,70%,0.5,Record: 10-7-0
52,14-Dec-19,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,5,4:10,belt fight,1,W,Kamaru Usman,Colby Covington,0,175 of 360,143 of 395,48%,36%,175 of 360,143 of 395,Marc Goddard,"6' 0""",170 lbs.,"76""",Switch,11-May-87,4.63,54%,2.4,57%,3.27,48%,100%,0.1,Record: 19-1-0,The Nigerian Nightmare,Kamaru Usman,57:28.3,"5' 11""",170 lbs.,"72""",Orthodox,22-Feb-88,4.12,38%,2.86,55%,4.61,50%,75%,0.1,Record: 16-2-0
53,14-Dec-19,"Las Vegas, Nevada, USA",Featherweight, Decision - Unanimous ,5,5:00,belt,2,L,Max Holloway,Alexander Volkanovski,0,134 of 303,157 of 303,44%,51%,135 of 304,157 of 303,Jason Herzog,"5' 11""",145 lbs.,"69""",Orthodox,4-Dec-91,7.26,46%,4.58,60%,0.21,71%,84%,0.3,Record: 22-6-0,Blessed,Max Holloway,57:28.3,"5' 6""",145 lbs.,"71""",Orthodox,29-Sep-88,6.02,55%,3.31,60%,2.09,34%,72%,0.3,Record: 22-1-0
54,14-Dec-19,"Las Vegas, Nevada, USA",Women's Bantamweight, Decision - Unanimous ,5,5:00,belt,3,W,Amanda Nunes,Germaine de Randamie,0,79 of 184,40 of 73,42%,54%,199 of 337,126 of 175,Keith Peterson,"5' 8""",145 lbs.,"69""",Orthodox,30-May-88,4.5,51%,2.45,57%,2.5,53%,84%,0.9,Record: 21-4-0,Lioness,Amanda Nunes,57:28.3,"5' 9""",135 lbs.,"71""",Orthodox,24-Apr-84,2.72,46%,2.14,65%,0,0%,69%,0.4,Record: 10-4-0
55,14-Dec-19,"Las Vegas, Nevada, USA",Bantamweight, Decision - Split ,3,5:00,,4,W,Marlon Moraes,Jose Aldo,0,59 of 137,58 of 147,43%,39%,59 of 137,63 of 152,Marc Goddard,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3.38,39%,4.11,56%,1,41%,66%,0.4,Record: 23-8-1,Magic,Marlon Moraes,57:28.3,"5' 7""",135 lbs.,"70""",Orthodox,9-Sep-86,3.45,45%,3.52,61%,0.57,56%,91%,0.1,Record: 29-7-0
56,14-Dec-19,"Las Vegas, Nevada, USA",Bantamweight, KO/TKO ,3,0:43,perf,5,W,Petr Yan,Urijah Faber,0,54 of 108,18 of 76,50%,23%,62 of 116,28 of 86,Keith Peterson,"5' 7""",135 lbs.,"67""",Switch,11-Feb-93,5.99,52%,3.55,62%,2.14,66%,90%,0.1,Record: 15-2-0,No Mercy,Petr Yan,57:28.3,"5' 6""",135 lbs.,"67""",Orthodox,14-May-79,2.65,40%,2.59,64%,1.54,30%,58%,0.8,Record: 35-11-0
57,14-Dec-19,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,1,1:30,,6,W,Geoff Neal,Mike Perry,0,15 of 23,5 of 10,65%,50%,15 of 23,5 of 10,Chris Tognoni,"5' 11""",170 lbs.,"75""",Southpaw,28-Aug-90,4.42,48%,4.68,62%,0.6,50%,87%,0.2,Record: 13-4-0,Handz of Steel,Geoff Neal,57:28.3,"5' 10""",170 lbs.,"71""",Orthodox,15-Sep-91,4.32,47%,5.16,52%,0.81,40%,78%,0.2,Record: 14-8-0
58,14-Dec-19,"Las Vegas, Nevada, USA",Women's Bantamweight, KO/TKO ,1,4:51,perf,7,L,Ketlen Vieira,Irene Aldana,1,20 of 76,26 of 71,26%,36%,20 of 76,26 of 71,Jason Herzog,"5' 8""",135 lbs.,"68""",Orthodox,26-Aug-91,2.66,36%,3.84,53%,2.19,48%,92%,0.5,Record: 11-2-0,Fenomeno,Ketlen Vieira,57:28.3,"5' 9""",135 lbs.,"68""",Orthodox,26-Mar-88,5.52,38%,5.97,61%,0.23,50%,84%,0.1,Record: 12-6-0
59,14-Dec-19,"Las Vegas, Nevada, USA",Middleweight, Decision - Unanimous ,3,5:00,,8,L,Ian Heinisch,Omari Akhmedov,0,53 of 103,55 of 166,51%,33%,70 of 121,69 of 180,Marc Goddard,"5' 11""",185 lbs.,"72""",Orthodox,5-Aug-88,3.28,50%,2.79,58%,1.13,18%,60%,0.8,Record: 14-4-0,The Hurricane,Ian Heinisch,57:28.3,"6' 0""",185 lbs.,"73""",Orthodox,12-Oct-87,2.95,35%,2.59,57%,2.63,49%,65%,0.3,Record: 21-5-1
60,14-Dec-19,"Las Vegas, Nevada, USA",Welterweight, KO/TKO ,2,4:55,,9,W,Matt Brown,Ben Saunders,0,30 of 47,12 of 23,63%,52%,40 of 59,38 of 49,Keith Peterson,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,3.69,54%,2.67,55%,1.56,44%,63%,1.4,Record: 24-18-0,The Immortal,Matt Brown,57:28.3,"6' 2""",170 lbs.,"77""",Orthodox,13-Apr-83,3.23,50%,3.58,51%,0.2,40%,66%,1.3,Record: 22-13-2
61,20-Jan-12,"Nashville, Tennessee, USA",Bantamweight, KO/TKO ,1,0:22,ko,10,L,Joseph Sandoval,Nick Denis,1,3 of 4,11 of 23,75%,47%,3 of 4,11 of 23,Josh Rosenthal,,,,,,,,,,,,,,,,,,"5' 7""",135 lbs.,--,Orthodox,11-Oct-83,6.54,53%,5.42,36%,2.8,100%,80%,0,Record: 11-3-0
62,14-Dec-19,"Las Vegas, Nevada, USA",Flyweight, Decision - Unanimous ,3,5:00,,11,W,Brandon Moreno,Kai Kara-France,0,91 of 276,82 of 231,32%,35%,91 of 276,82 of 231,Chris Tognoni,"5' 7""",125 lbs.,"70""",Orthodox,7-Dec-93,3.44,39%,3.29,58%,2.05,47%,65%,0.8,Record: 19-5-2,The Assassin Baby,Brandon Moreno,57:28.3,"5' 4""",125 lbs.,"69""",Orthodox,26-Mar-93,5.02,39%,3.84,66%,0.53,23%,86%,0,Record: 22-9-0 (1 NC)
63,14-Dec-19,"Las Vegas, Nevada, USA",Women's Flyweight, Decision - Unanimous ,3,5:00,,12,W,Jessica Eye,Viviane Araujo,0,98 of 196,56 of 122,50%,45%,100 of 198,69 of 135,Marc Goddard,"5' 6""",125 lbs.,"66""",Orthodox,27-Jul-86,3.76,37%,4.01,55%,0.45,40%,57%,0.5,Record: 15-9-0 (1 NC),Evil,Jessica Eye,57:28.3,"5' 4""",125 lbs.,"68""",Orthodox,21-Nov-86,5.14,47%,5.48,59%,2.1,60%,94%,0.3,Record: 10-3-0
64,14-Dec-19,"Las Vegas, Nevada, USA",Middleweight, KO/TKO ,1,3:17,,13,W,Punahele Soriano,Oskar Piechota,0,26 of 44,8 of 17,59%,47%,26 of 46,11 of 20,Chris Tognoni,"5' 11""",185 lbs.,"72""",Southpaw,22-Nov-92,4.46,43%,2.86,52%,2.6,66%,0%,0,Record: 8-0-0,Puna,Punahele Soriano,57:28.3,"6' 0""",185 lbs.,"76""",Southpaw,24-Jan-90,3.3,52%,3.93,51%,0.61,40%,38%,1.5,Record: 11-3-1 (1 NC)
65,14-Sep-19,"Vancouver, British Columbia, Canada",Heavyweight, KO/TKO ,1,0:59,,7,L,Marcin Tybura,Augusto Sakai,1,6 of 7,15 of 27,85%,55%,6 of 7,15 of 27,Jason Herzog,"6' 3""",249 lbs.,"78""",Orthodox,9-Nov-85,3.63,50%,3.31,55%,1.67,45%,82%,0.1,Record: 22-6-0,Tybur,Marcin Tybura,57:28.3,"6' 3""",265 lbs.,"77""",Orthodox,9-May-91,5.1,48%,3.98,50%,0.14,50%,66%,0,Record: 15-3-1
66,7-Dec-19,"Washington, DC, USA",Heavyweight, KO/TKO ,5,4:56,,1,L,Alistair Overeem,Jairzinho Rozenstruik,1,74 of 105,89 of 209,70%,42%,101 of 135,109 of 229,Dan Miragliotta,"6' 4""",265 lbs.,"80""",Orthodox,17-May-80,3.67,64%,2.44,57%,1.42,55%,73%,0.8,Record: 47-19-0 (1 NC),The Demolition Man,Alistair Overeem,57:28.3,"6' 2""",242 lbs.,"78""",Orthodox,17-Mar-88,3.15,49%,3.27,40%,0,0%,80%,0,Record: 12-2-0
67,7-Dec-19,"Washington, DC, USA",Women's Strawweight, Decision - Majority ,3,5:00,,2,D,Marina Rodriguez,Cynthia Calvillo,0,56 of 140,78 of 130,40%,60%,61 of 145,112 of 173,Fernando Yamasaki,"5' 6""",115 lbs.,"65""",Orthodox,29-Apr-87,4.89,48%,3.24,54%,0.28,33%,62%,0.1,Record: 14-1-2,,Marina Rodriguez,57:28.3,"5' 4""",125 lbs.,"64""",Orthodox,13-Jul-87,4.18,41%,3.52,67%,1.85,44%,71%,1.1,Record: 9-2-1
68,7-Dec-19,"Washington, DC, USA",Heavyweight, KO/TKO ,2,4:57,,3,L,Stefan Struve,Ben Rothwell,1,53 of 77,58 of 101,68%,57%,63 of 87,71 of 114,Dan Miragliotta,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3.12,47%,4.04,46%,0.56,46%,55%,1.7,Record: 33-13-0,Skyscraper,Stefan Struve,57:28.3,"6' 4""",265 lbs.,"78""",Orthodox,17-Oct-81,3.71,42%,4.57,47%,0.68,35%,70%,0.4,Record: 39-13-0
69,7-Dec-19,"Washington, DC, USA",Women's Bantamweight, KO/TKO ,3,0:33,,4,W,Aspen Ladd,Yana Kunitskaya,0,47 of 85,47 of 81,55%,58%,85 of 137,92 of 129,Keith Peterson,"5' 6""",135 lbs.,"66""",Orthodox,1-Mar-95,5.22,55%,4.84,46%,2.45,75%,66%,1.2,Record: 9-1-0,,Aspen Ladd,57:28.3,"5' 6""",135 lbs.,"68""",Orthodox,11-Nov-89,4.22,57%,2.62,51%,1.62,53%,50%,0.2,Record: 14-5-0 (1 NC)
70,7-Dec-19,"Washington, DC, USA",Bantamweight, Decision - Majority ,3,5:00,,5,D,Cody Stamann,Song Yadong,0,41 of 67,30 of 105,61%,28%,117 of 150,49 of 127,Kevin Mulhall,"5' 6""",145 lbs.,"64""",Orthodox,9-Nov-89,4.03,46%,3.36,63%,2.8,44%,75%,0,Record: 19-4-1,The Spartan,Cody Stamann,57:28.3,"5' 8""",145 lbs.,"67""",Orthodox,2-Dec-97,4.35,42%,3.64,57%,0.59,75%,56%,0.4,Record: 16-5-1 (1 NC)
71,14-Sep-19,"Vancouver, British Columbia, Canada",Light Heavyweight, Submission ,1,3:38,perf,6,W,Misha Cirkunov,Jimmy Crute,0,6 of 10,21 of 35,60%,60%,22 of 29,28 of 45,Yves Lavigne,"6' 3""",205 lbs.,"77""",Orthodox,27-Feb-87,4.18,51%,3.22,60%,4.28,57%,71%,2.3,Record: 15-6-0,,Misha Cirkunov,57:28.3,"6' 2""",205 lbs.,"74""",Orthodox,4-Mar-96,4.26,56%,2.71,50%,4.97,80%,60%,2.1,Record: 12-2-0
72,7-Dec-19,"Washington, DC, USA",Bantamweight, Decision - Unanimous ,3,5:00,fight,6,W,Rob Font,Ricky Simon,0,90 of 202,59 of 154,44%,38%,100 of 212,65 of 161,Fernando Yamasaki,"5' 8""",135 lbs.,"71""",Orthodox,25-Jun-87,5.58,43%,3.57,61%,1.2,40%,53%,0.6,Record: 19-4-0,,Rob Font,57:28.3,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92,3.08,42%,3.13,64%,6.93,54%,72%,0.4,Record: 18-3-0
73,7-Dec-19,"Washington, DC, USA",Welterweight, Submission ,1,2:38,,7,L,Thiago Alves,Tim Means,1,13 of 26,23 of 41,50%,56%,13 of 26,24 of 42,Keith Peterson,"5' 9""",170 lbs.,"70""",Orthodox,3-Oct-83,3.73,41%,3.42,62%,0.71,60%,63%,0.3,Record: 23-15-0,Pitbull,Thiago Alves,57:28.3,"6' 2""",170 lbs.,"75""",Orthodox,20-Feb-84,5.16,48%,3.58,61%,0.92,41%,64%,0.2,Record: 31-12-1 (1 NC)
74,7-Dec-19,"Washington, DC, USA",Featherweight, Submission ,2,3:18,,8,W,Billy Quarantillo,Jacob Kilburn,0,74 of 86,3 of 6,86%,50%,139 of 165,6 of 9,Kevin Mulhall,"5' 10""",145 lbs.,"70""",Orthodox,8-Dec-88,7.03,64%,4.37,42%,1.28,31%,57%,1.8,Record: 15-3-0,,Billy Quarantillo,57:28.3,"5' 9""",145 lbs.,"72""",Orthodox,28-Jun-95,2.56,33%,6.78,35%,0.51,5%,20%,0.5,Record: 8-4-0
75,7-Dec-19,"Washington, DC, USA",Featherweight, Submission ,1,4:20,perf,9,W,Bryce Mitchell,Matt Sayles,0,6 of 7,2 of 4,85%,50%,24 of 28,6 of 9,Dan Miragliotta,"5' 10""",145 lbs.,"70""",Southpaw,4-Oct-94,2.29,61%,1.46,60%,3.26,46%,33%,2.3,Record: 14-1-0,Thug Nasty,Bryce Mitchell,57:28.3,"5' 7""",145 lbs.,"68""",Orthodox,21-Feb-94,5.44,42%,3.13,61%,0,0%,81%,0.4,Record: 8-3-0
76,7-Dec-19,"Washington, DC, USA",Lightweight, Decision - Unanimous ,3,5:00,,10,W,Joe Solecki,Matt Wiman,0,56 of 70,10 of 22,80%,45%,177 of 217,20 of 33,Fernando Yamasaki,"5' 9""",155 lbs.,"70""",Orthodox,27-Aug-93,2.68,66%,0.85,58%,2.39,50%,0%,0.8,Record: 11-2-0,,Joe Solecki,57:28.3,"5' 10""",155 lbs.,"68""",Orthodox,19-Sep-83,3.17,50%,3.57,51%,2.13,37%,56%,1.5,Record: 16-10-0
77,7-Feb-09,"Tampa, Florida, USA",Middleweight, Submission ,1,1:03,,6,W,Dan Miller,Jake Rosholt,0,2 of 6,2 of 4,33%,50%,4 of 8,5 of 7,Jorge Alonso,"6' 1""",185 lbs.,"74""",Orthodox,30-Jun-81,2.03,36%,3.06,49%,1.67,54%,47%,1.8,Record: 14-8-0 (1 NC),,Dan Miller,57:28.3,,,,,,,,,,,,,,
78,7-Dec-19,"Washington, DC, USA",Women's Strawweight, Submission ,2,1:16,,11,W,Virna Jandiroba,Mallory Martin,0,7 of 20,9 of 30,35%,30%,20 of 35,17 of 39,Keith Peterson,"5' 3""",115 lbs.,"64""",Orthodox,30-May-88,2.39,46%,3.08,54%,3.16,53%,73%,2,Record: 16-2-0,Carcara,Virna Jandiroba,57:28.3,"5' 4""",115 lbs.,"63""",Orthodox,29-Jan-94,3.99,59%,5.53,58%,3.37,63%,25%,0.5,Record: 7-4-0
79,5-Oct-19,"Melbourne, Victoria, Australia",Women's Flyweight, KO/TKO ,2,4:59,,10,L,Nadia Kassem,Ji Yeon Kim,1,45 of 131,80 of 179,34%,44%,53 of 139,83 of 185,Jim Perdios,"5' 5""",125 lbs.,"66""",Southpaw,15-Nov-95,3.13,41%,4.48,48%,0.46,33%,40%,2.8,Record: 5-2-0,,Nadia Kassem,57:28.3,"5' 7""",125 lbs.,"72""",Orthodox,18-Oct-89,4.5,34%,4.94,57%,0,0%,42%,0,Record: 9-3-2
80,7-Dec-19,"Washington, DC, USA",Middleweight, KO/TKO ,3,4:09,perf,12,W,Makhmud Muradov,Trevor Smith,0,91 of 183,39 of 96,49%,40%,91 of 183,39 of 96,Kevin Mulhall,"6' 2""",185 lbs.,"75""",Orthodox,8-Feb-90,5.32,42%,2.92,64%,0.36,16%,100%,0.4,Record: 25-6-0,Mach,Makhmud Muradov,57:28.3,"6' 3""",185 lbs.,"75""",Orthodox,5-Jan-81,3.29,55%,3.31,51%,1.7,32%,60%,0.7,Record: 15-10-0
81,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Light Heavyweight, Decision - Split ,5,5:00,,1,W,Jan Blachowicz,Jacare Souza,0,71 of 170,20 of 48,41%,41%,105 of 205,56 of 88,Kevin MacDonald,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,3.59,49%,2.79,53%,1.18,53%,65%,0.2,Record: 28-8-0,,Jan Blachowicz,57:28.3,"6' 1""",185 lbs.,"72""",Orthodox,7-Dec-79,2.53,47%,2.83,62%,2.57,39%,57%,1.3,Record: 26-10-0 (1 NC)
82,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Light Heavyweight, Decision - Split ,3,5:00,,2,D,Mauricio Rua,Paul Craig,0,25 of 66,51 of 99,37%,51%,51 of 108,106 of 160,Jerin Valel,"6' 1""",205 lbs.,"76""",Orthodox,25-Nov-81,3.57,50%,2.71,54%,2.12,48%,47%,0.8,Record: 27-12-1,Shogun,Mauricio Rua,57:28.3,"6' 3""",205 lbs.,"76""",Orthodox,27-Nov-87,2.59,51%,2.39,50%,2.06,25%,55%,1.9,Record: 15-4-1
83,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Lightweight, KO/TKO ,1,1:26,,3,W,Charles Oliveira,Jared Gordon,0,10 of 16,7 of 18,62%,38%,10 of 16,7 of 18,Osiris Maia,"5' 10""",155 lbs.,"74""",Orthodox,17-Oct-89,3.26,52%,3.01,53%,2.64,44%,57%,2.7,Record: 31-8-0 (1 NC),Do Bronx,Charles Oliveira,57:28.3,"5' 9""",145 lbs.,"68""",Orthodox,6-Sep-88,5.54,56%,3.22,60%,2.81,39%,55%,0,Record: 17-4-0
84,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Middleweight, Decision - Unanimous ,3,5:00,,4,L,Antonio Arroyo,Andre Muniz,0,29 of 47,22 of 42,61%,52%,47 of 67,85 of 128,Camila Albuquerque,"6' 3""",185 lbs.,"73""",Orthodox,1-Jul-89,3.08,70%,1.72,44%,1.4,41%,32%,0.3,Record: 9-4-0,,Antonio Arroyo,57:28.3,"6' 1""",185 lbs.,"78""",Southpaw,17-Feb-90,2.16,58%,1.9,45%,3.12,40%,40%,2.3,Record: 21-4-0
85,9-Nov-19,"Moscow, Moscow, Russia",Middleweight, Submission ,3,4:01,,9,L,Roman Kopylov,Karl Roberson,0,37 of 95,43 of 117,38%,36%,38 of 96,43 of 117,Vyacheslav  Kiselev,"6' 0""",185 lbs.,"75""",Southpaw,4-May-91,2.64,38%,3.07,63%,0,0%,66%,0,Record: 8-1-0,,Roman Kopylov,57:28.3,"6' 1""",185 lbs.,"74""",Southpaw,4-Oct-90,2.87,51%,2.38,57%,0.92,57%,45%,0.7,Record: 9-4-0
86,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Middleweight, Decision - Unanimous ,3,5:00,,5,L,Markus Perez,Wellington Turman,0,49 of 96,48 of 120,51%,40%,56 of 103,59 of 132,Eduardo Herdy,"6' 1""",185 lbs.,"73""",Orthodox,22-Jun-88,2.6,47%,3.72,52%,0.81,25%,77%,1,Record: 12-5-0,Maluko,Markus Perez,57:28.3,"6' 0""",185 lbs.,"72""",Orthodox,22-Jul-96,2.75,42%,3.71,45%,2.63,35%,100%,0.9,Record: 16-4-0
87,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Welterweight, KO/TKO ,3,4:19,,6,L,Sergio Moraes,James Krause,3,41 of 99,102 of 174,41%,58%,42 of 100,125 of 200,Fernando Portella,"6' 0""",170 lbs.,"72""",Orthodox,23-Jul-82,2.42,42%,3.73,59%,1.2,38%,75%,0.4,Record: 14-6-1,The Panther,Sergio Moraes,57:28.3,"6' 2""",170 lbs.,"73""",Orthodox,4-Jun-86,4.79,49%,4.11,61%,0.96,18%,59%,0.9,Record: 28-9-0
88,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Featherweight, Submission ,1,3:57,,7,W,Ricardo Ramos,Eduardo Garagorri,0,10 of 34,6 of 16,29%,37%,12 of 36,6 of 16,Camila Albuquerque,"5' 9""",145 lbs.,"72""",Orthodox,1-Aug-95,3.1,41%,3.6,57%,3.08,58%,73%,0.7,Record: 15-3-0,,Ricardo Ramos,57:28.3,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3.42,51%,2.36,58%,0.48,100%,61%,0,Record: 13-2-0
89,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Lightweight, Decision - Unanimous ,3,5:00,,8,W,Francisco Trinaldo,Bobby Green,0,31 of 122,50 of 115,25%,43%,36 of 127,67 of 135,Eduardo Herdy,"5' 9""",155 lbs.,"70""",Southpaw,24-Aug-78,3.08,43%,2.64,59%,1.03,45%,60%,0.5,Record: 26-8-0,Massaranduba,Francisco Trinaldo,57:28.3,"5' 10""",155 lbs.,"71""",Orthodox,9-Sep-86,5.17,51%,3.32,63%,1.56,41%,72%,0.3,Record: 27-11-1
90,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Welterweight, Submission ,2,1:22,,9,L,Warlley Alves,Randy Brown,0,3 of 11,16 of 30,27%,53%,8 of 18,24 of 38,Kevin MacDonald,"5' 11""",170 lbs.,"72""",Orthodox,4-Jan-91,3.09,47%,3.62,50%,1.48,54%,75%,1,Record: 15-4-0,,Warlley Alves,57:28.3,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90,3.72,47%,2.79,53%,0.98,46%,71%,0.7,Record: 13-4-0
91,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Featherweight, Decision - Unanimous ,3,5:00,,10,W,Douglas Silva de Andrade,Renan Barao,0,74 of 163,58 of 158,45%,36%,100 of 190,140 of 241,Osiris Maia,"5' 7""",145 lbs.,"68""",Orthodox,22-Jun-85,3.77,38%,4.26,58%,0.7,50%,66%,0,Record: 26-4-0 (1 NC),D Silva,Douglas Silva de Andrade,57:28.3,"5' 6""",145 lbs.,"70""",Orthodox,31-Jan-87,3.78,36%,3.9,57%,1.49,41%,91%,0.5,Record: 34-9-0 (1 NC)
92,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Women's Flyweight, Decision - Unanimous ,3,5:00,,11,W,Ariane Lipski,Isabela de Padua,0,31 of 63,15 of 42,49%,35%,175 of 224,90 of 128,Fernando Portella,"5' 6""",125 lbs.,"67""",Orthodox,26-Jan-94,2.76,33%,4.25,48%,0.23,25%,42%,0.5,Record: 13-7-0,Queen of Violence,Ariane Lipski,57:28.3,"5' 3""",125 lbs.,"64""",Orthodox,4-Sep-91,1,35%,2.07,50%,2,66%,0%,1,Record: 5-2-0
93,16-Nov-19,"Sao Paulo, Sao Paulo, Brazil",Women's Bantamweight, Decision - Unanimous ,3,5:00,,12,L,Vanessa Melo,Tracy Cortez,0,40 of 125,79 of 140,32%,56%,76 of 161,155 of 224,Jerin Valel,"5' 5""",135 lbs.,"65""",Orthodox,27-Mar-88,3.48,30%,6.13,59%,0,0%,71%,0,Record: 11-8-0,,Vanessa Melo,57:28.3,"5' 5""",135 lbs.,"65""",Orthodox,10-Dec-93,3.85,55%,2.4,59%,3,46%,87%,0.2,Record: 9-1-0
94,9-Nov-19,"Moscow, Moscow, Russia",Featherweight, Decision - Unanimous ,3,5:00,fight,1,W,Zabit Magomedsharipov,Calvin Kattar,0,96 of 250,80 of 213,38%,37%,100 of 255,127 of 260,Marc Goddard,"6' 1""",145 lbs.,"73""",Orthodox,1-Mar-91,4.89,48%,3,64%,5.22,56%,77%,0.8,Record: 18-1-0,,Zabit Magomedsharipov,57:28.3,"5' 11""",145 lbs.,"72""",Orthodox,26-Mar-88,5.07,42%,8.16,50%,0.37,30%,89%,0,Record: 22-5-0
95,9-Nov-19,"Moscow, Moscow, Russia",Heavyweight, Decision - Unanimous ,3,5:00,,2,W,Alexander Volkov,Greg Hardy,0,86 of 152,46 of 135,56%,34%,86 of 152,51 of 140,Leon Roberts,"6' 7""",250 lbs.,"80""",Orthodox,24-Oct-88,4.88,59%,2.48,56%,0.66,70%,66%,0.2,Record: 33-8-0,Drago,Alexander Volkov,57:28.3,"6' 5""",265 lbs.,"80""",Orthodox,28-Jul-88,4.83,50%,3.12,56%,0.21,33%,80%,0,Record: 7-3-0 (1 NC)
96,9-Nov-19,"Moscow, Moscow, Russia",Welterweight, KO/TKO ,2,4:54,,3,L,Zelim Imadaev,Danny Roberts,1,28 of 71,37 of 61,39%,60%,38 of 84,42 of 68,Rich Mitchell,"6' 0""",170 lbs.,"76""",Orthodox,25-Jan-95,2.91,36%,4.35,43%,0.38,50%,60%,0,Record: 8-3-0,,Zelim Imadaev,57:28.3,"6' 1""",170 lbs.,"74""",Southpaw,14-Jul-87,3.41,44%,3.08,55%,0.18,6%,53%,0.4,Record: 17-5-0
97,9-Nov-19,"Moscow, Moscow, Russia",Welterweight, Submission ,1,2:50,perf,10,L,Abubakar Nurmagomedov,David Zawada,0,4 of 9,2 of 11,44%,18%,22 of 34,25 of 34,Marc Goddard,"5' 11""",170 lbs.,"72""",Orthodox,13-Nov-89,3.59,49%,2.52,69%,1.68,33%,0%,0,Record: 16-3-1,,Abubakar Nurmagomedov,57:28.3,"6' 0""",170 lbs.,"75""",Orthodox,1-Aug-90,3.24,40%,4.07,54%,0.96,30%,57%,2.2,Record: 17-6-0
98,9-Nov-19,"Moscow, Moscow, Russia",Light Heavyweight, Decision - Unanimous ,3,5:00,,4,L,Khadis Ibragimov,Ed Herman,0,53 of 102,81 of 140,51%,57%,70 of 124,121 of 183,Vyacheslav  Kiselev,"6' 3""",205 lbs.,"78""",Orthodox,21-May-95,3.55,49%,4.26,47%,0.97,30%,80%,0.3,Record: 8-4-0,,Khadis Ibragimov,57:28.3,"6' 1""",205 lbs.,"77""",Orthodox,2-Oct-80,3.32,49%,3.35,43%,2.21,48%,60%,1.2,Record: 27-14-0 (1 NC)
99,9-Nov-19,"Moscow, Moscow, Russia",Welterweight, Decision - Unanimous ,3,5:00,,5,L,Ramazan Emeev,Anthony Rocco Martin,0,30 of 92,41 of 140,32%,29%,43 of 105,48 of 148,Marc Goddard,"5' 10""",170 lbs.,"76""",Southpaw,23-May-87,2.5,45%,1.98,66%,2.33,29%,66%,0.5,Record: 20-4-0,Gorets,Ramazan Emeev,57:28.3,"6' 0""",170 lbs.,"73""",Orthodox,11-Dec-89,2.68,37%,2.59,58%,0.71,27%,68%,1,Record: 17-6-0
